Flight_ID,Date,Month,Day_of_Week,Departure_City,Arrival_City,Route_Type,Aircraft_Type,Flight_Duration_Minutes,Passengers,Seat_Capacity,Load_Factor_%,Ticket_Price_USD,Revenue_USD,Delay_Minutes,,Delay_Category,On_Time_Status,Weather_Condition,Fuel_Consumption_Liters,CO2_Emissions_kg,Customer_Rating,Customer_Feedback
PK2026_0304,24-02-2026,February,Tuesday,Karachi,Jeddah,International,Airbus A320,384,164,180,91.11,1270,208280,46,,Moderate,Delayed,Clear,7701,19252.5,2.8,Good experience
PK2026_0305,24-06-2026,June,Wednesday,London,Lahore,International,Airbus A320,236,146,180,81.11,766,111836,108,,Moderate,Delayed,Rain,7113,17782.5,3.5,Excellent service
PK2026_0306,12-12-2026,December,Saturday,Dubai,Lahore,International,ATR 72,134,62,70,88.57,852,52824,90,,Moderate,Delayed,Fog,12371,30927.5,3.5,Good experience
PK2026_0307,15-06-2026,June,Monday,Jeddah,Dubai,International,Boeing 777,305,208,350,59.43,228,47424,150,,Severe,Delayed,Fog,18181,45452.5,3.7,Average flight
PK2026_0308,12-03-2026,March,Thursday,Jeddah,London,International,Boeing 777,122,337,350,96.29,982,330934,20,,Minor,Delayed,Fog,11488,28720,3.1,Excellent service
PK2026_0309,13-11-2026,November,Friday,Jeddah,Dubai,International,Boeing 737,343,81,160,50.62,1428,115668,133,,Severe,Delayed,Storm,9778,24445,4.8,Very smooth journey
PK2026_0310,28-09-2026,September,Monday,Karachi,London,International,Airbus A320,241,95,180,52.78,1237,117515,115,,Moderate,Delayed,Storm,7115,17787.5,3.2,Poor service
PK2026_0311,07-03-2026,March,Saturday,London,Doha,International,Boeing 777,311,277,350,79.14,861,238497,200,,Severe,Delayed,Clear,5547,13867.5,3.6,Average flight
PK2026_0312,26-10-2026,October,Monday,Islamabad,Kuala Lumpur,International,Boeing 737,480,86,160,53.75,1207,103802,205,,Severe,Delayed,Clear,15617,39042.5,4.8,Excellent service
PK2026_0313,29-05-2026,May,Friday,Lahore,Dubai,International,Boeing 777,99,265,350,75.71,266,70490,195,,Severe,Delayed,Rain,8131,20327.5,3.2,Average flight
PK2026_0314,19-03-2026,March,Thursday,Lahore,Doha,International,Boeing 737,361,89,160,55.62,523,46547,77,,Moderate,Delayed,Rain,18567,46417.5,3.1,Poor service
PK2026_0315,11-09-2026,September,Friday,Lahore,Jeddah,International,Airbus A320,442,123,180,68.33,505,62115,224,,Severe,Delayed,Rain,7505,18762.5,3.9,Very smooth journey
PK2026_0316,07-01-2026,January,Wednesday,Jeddah,Doha,International,Airbus A320,146,137,180,76.11,322,44114,189,,Severe,Delayed,Rain,8267,20667.5,4.9,Average flight
PK2026_0317,19-12-2026,December,Saturday,Dubai,Karachi,International,ATR 72,161,61,70,87.14,777,47397,78,,Moderate,Delayed,Clear,6563,16407.5,3,Very smooth journey
PK2026_0318,09-07-2026,July,Thursday,Dubai,Karachi,International,Boeing 777,385,186,350,53.14,437,81282,230,,Severe,Delayed,Storm,5332,13330,4.8,Excellent service
PK2026_0319,13-10-2026,October,Tuesday,Dubai,Jeddah,International,Boeing 777,177,242,350,69.14,1134,274428,201,,Severe,Delayed,Storm,7669,19172.5,2.8,Excellent service
PK2026_0320,10-03-2026,March,Tuesday,Lahore,Jeddah,International,Boeing 737,394,106,160,66.25,1013,107378,164,,Severe,Delayed,Clear,14244,35610,2.5,Average flight
PK2026_0321,05-12-2026,December,Saturday,Karachi,Jeddah,International,ATR 72,368,70,70,100,603,42210,25,,Minor,Delayed,Fog,6683,16707.5,2.8,Very smooth journey
PK2026_0322,01-06-2026,June,Monday,London,Karachi,International,Boeing 777,284,237,350,67.71,138,32706,120,,Moderate,Delayed,Clear,19844,49610,4.4,Delayed but comfortable
PK2026_0323,26-08-2026,August,Wednesday,Dubai,Karachi,International,Boeing 777,445,245,350,70,824,201880,8,,Minor,On Time,Storm,7732,19330,3.3,Delayed but comfortable
PK2026_0324,01-06-2026,June,Monday,Jeddah,Kuala Lumpur,International,ATR 72,451,36,70,51.43,1156,41616,48,,Moderate,Delayed,Clear,18956,47390,3.6,Excellent service
PK2026_0325,03-10-2026,October,Saturday,Lahore,Islamabad,Domestic,Boeing 777,372,294,350,84,654,192276,201,,Severe,Delayed,Storm,6905,17262.5,3.5,Delayed but comfortable
PK2026_0326,27-08-2026,August,Thursday,Karachi,Jeddah,International,ATR 72,451,51,70,72.86,178,9078,97,,Moderate,Delayed,Clear,8165,20412.5,3.5,Average flight
PK2026_0327,15-02-2026,February,Sunday,London,Kuala Lumpur,International,Airbus A320,96,110,180,61.11,198,21780,118,,Moderate,Delayed,Fog,3482,8705,3.6,Excellent service
PK2026_0328,08-03-2026,March,Sunday,Jeddah,Kuala Lumpur,International,Airbus A320,476,98,180,54.44,474,46452,161,,Severe,Delayed,Fog,17975,44937.5,2.6,Excellent service
PK2026_0329,27-01-2026,January,Tuesday,Islamabad,Dubai,International,ATR 72,336,49,70,70,152,7448,45,,Moderate,Delayed,Clear,15264,38160,3.7,Excellent service
PK2026_0330,14-11-2026,November,Saturday,Islamabad,Lahore,Domestic,Airbus A320,135,147,180,81.67,1409,207123,164,,Severe,Delayed,Storm,7601,19002.5,3.4,Very smooth journey
PK2026_0331,04-05-2026,May,Monday,Dubai,Kuala Lumpur,International,Boeing 777,179,326,350,93.14,1365,444990,45,,Moderate,Delayed,Fog,18999,47497.5,4.7,Delayed but comfortable
PK2026_0332,26-11-2026,November,Thursday,Dubai,Islamabad,International,ATR 72,257,61,70,87.14,392,23912,136,,Severe,Delayed,Rain,14899,37247.5,4.2,Delayed but comfortable
PK2026_0333,26-09-2026,September,Saturday,Lahore,Karachi,Domestic,Boeing 737,166,86,160,53.75,1347,115842,177,,Severe,Delayed,Rain,13847,34617.5,3.2,Poor service
PK2026_0334,19-01-2026,January,Monday,Islamabad,Lahore,Domestic,Boeing 777,152,333,350,95.14,391,130203,140,,Severe,Delayed,Clear,8828,22070,3.5,Good experience
PK2026_0335,18-06-2026,June,Thursday,Lahore,Karachi,Domestic,Boeing 737,371,125,160,78.12,998,124750,58,,Moderate,Delayed,Fog,7312,18280,5,Poor service
PK2026_0336,30-09-2026,September,Wednesday,Jeddah,Islamabad,International,Boeing 737,185,110,160,68.75,341,37510,193,,Severe,Delayed,Clear,3140,7850,3.7,Good experience
PK2026_0337,03-07-2026,July,Friday,Jeddah,London,International,Airbus A320,197,122,180,67.78,1202,146644,230,,Severe,Delayed,Storm,10470,26175,2.9,Very smooth journey
PK2026_0338,02-11-2026,November,Monday,Lahore,Jeddah,International,Boeing 777,444,228,350,65.14,1145,261060,148,,Severe,Delayed,Storm,12996,32490,3.9,Average flight
PK2026_0339,25-11-2026,November,Wednesday,Dubai,Lahore,International,Airbus A320,443,138,180,76.67,393,54234,34,,Moderate,Delayed,Clear,8070,20175,3.4,Average flight
PK2026_0340,08-11-2026,November,Sunday,Kuala Lumpur,London,International,Boeing 737,471,113,160,70.62,1129,127577,186,,Severe,Delayed,Rain,4280,10700,4.2,Good experience
PK2026_0341,06-03-2026,March,Friday,Islamabad,Doha,International,Boeing 737,314,121,160,75.62,900,108900,33,,Moderate,Delayed,Storm,3417,8542.5,3.9,Excellent service
PK2026_0342,22-03-2026,March,Sunday,Doha,London,International,ATR 72,100,65,70,92.86,1306,84890,81,,Moderate,Delayed,Rain,5174,12935,5,Good experience
PK2026_0343,24-03-2026,March,Tuesday,London,Kuala Lumpur,International,ATR 72,91,58,70,82.86,886,51388,155,,Severe,Delayed,Fog,12209,30522.5,4.1,Good experience
PK2026_0344,01-02-2026,February,Sunday,Lahore,Islamabad,Domestic,Boeing 737,468,119,160,74.38,930,110670,69,,Moderate,Delayed,Fog,3744,9360,3.3,Good experience
PK2026_0345,18-01-2026,January,Sunday,Doha,Karachi,International,Boeing 777,427,272,350,77.71,847,230384,206,,Severe,Delayed,Rain,19903,49757.5,4.1,Very smooth journey
PK2026_0346,16-10-2026,October,Friday,Dubai,Kuala Lumpur,International,Boeing 777,217,195,350,55.71,878,171210,79,,Moderate,Delayed,Rain,12977,32442.5,4.4,Good experience
PK2026_0347,27-04-2026,April,Monday,Jeddah,Doha,International,Boeing 737,325,96,160,60,665,63840,129,,Severe,Delayed,Storm,17937,44842.5,3.2,Poor service
PK2026_0348,01-07-2026,July,Wednesday,Islamabad,Karachi,Domestic,Boeing 777,268,334,350,95.43,1281,427854,209,,Severe,Delayed,Rain,3692,9230,4.9,Average flight
PK2026_0349,12-04-2026,April,Sunday,Islamabad,London,International,ATR 72,79,56,70,80,282,15792,0,,No Delay,On Time,Clear,8466,21165,3.9,Excellent service
PK2026_0350,12-06-2026,June,Friday,Karachi,Kuala Lumpur,International,Boeing 777,318,206,350,58.86,833,171598,138,,Severe,Delayed,Storm,8663,21657.5,4.5,Delayed but comfortable
PK2026_0351,23-03-2026,March,Monday,Islamabad,London,International,ATR 72,80,67,70,95.71,851,57017,24,,Minor,Delayed,Clear,10929,27322.5,2.6,Very smooth journey
PK2026_0352,28-11-2026,November,Saturday,London,Lahore,International,Boeing 737,466,87,160,54.37,887,77169,116,,Moderate,Delayed,Storm,13958,34895,3.8,Average flight
PK2026_0353,31-03-2026,March,Tuesday,Jeddah,Lahore,International,ATR 72,460,58,70,82.86,446,25868,214,,Severe,Delayed,Rain,17253,43132.5,3.3,Delayed but comfortable
PK2026_0354,26-02-2026,February,Thursday,Islamabad,London,International,Airbus A320,302,125,180,69.44,1484,185500,67,,Moderate,Delayed,Clear,9029,22572.5,3.9,Excellent service
PK2026_0355,09-12-2026,December,Wednesday,Lahore,London,International,Boeing 777,381,277,350,79.14,705,195285,143,,Severe,Delayed,Rain,17459,43647.5,4,Delayed but comfortable
PK2026_0356,04-07-2026,July,Saturday,London,Dubai,International,ATR 72,121,59,70,84.29,511,30149,31,,Moderate,Delayed,Rain,5107,12767.5,4.2,Poor service
PK2026_0357,24-07-2026,July,Friday,Lahore,Dubai,International,ATR 72,110,57,70,81.43,962,54834,66,,Moderate,Delayed,Fog,13857,34642.5,3,Very smooth journey
PK2026_0358,07-03-2026,March,Saturday,London,Karachi,International,ATR 72,436,69,70,98.57,436,30084,89,,Moderate,Delayed,Storm,11295,28237.5,2.8,Average flight
PK2026_0359,09-07-2026,July,Thursday,Doha,Lahore,International,ATR 72,93,62,70,88.57,346,21452,100,,Moderate,Delayed,Fog,19048,47620,4.8,Excellent service
PK2026_0360,21-06-2026,June,Sunday,Jeddah,Islamabad,International,Boeing 737,200,129,160,80.62,1221,157509,35,,Moderate,Delayed,Fog,17184,42960,3.3,Very smooth journey
PK2026_0361,02-02-2026,February,Monday,Islamabad,Kuala Lumpur,International,Boeing 737,188,111,160,69.38,713,79143,193,,Severe,Delayed,Storm,18885,47212.5,3.9,Average flight
PK2026_0362,14-07-2026,July,Tuesday,Doha,Karachi,International,Boeing 737,73,92,160,57.5,1159,106628,227,,Severe,Delayed,Rain,10147,25367.5,4.5,Poor service
PK2026_0363,04-10-2026,October,Sunday,Karachi,Dubai,International,Boeing 737,357,151,160,94.38,1337,201887,24,,Minor,Delayed,Rain,19963,49907.5,4.3,Very smooth journey
PK2026_0364,14-11-2026,November,Saturday,Doha,Dubai,International,Boeing 777,171,218,350,62.29,1164,253752,51,,Moderate,Delayed,Clear,7888,19720,5,Poor service
PK2026_0365,08-09-2026,September,Tuesday,Jeddah,Karachi,International,Airbus A320,477,137,180,76.11,1390,190430,4,,Minor,On Time,Fog,14050,35125,2.6,Poor service
PK2026_0366,24-01-2026,January,Saturday,Kuala Lumpur,Islamabad,International,Airbus A320,257,134,180,74.44,1406,188404,48,,Moderate,Delayed,Clear,15186,37965,4.7,Poor service
PK2026_0367,10-10-2026,October,Saturday,Islamabad,Doha,International,Airbus A320,162,166,180,92.22,964,160024,34,,Moderate,Delayed,Clear,18528,46320,4,Poor service
PK2026_0368,30-04-2026,April,Thursday,Lahore,Dubai,International,ATR 72,163,63,70,90,588,37044,181,,Severe,Delayed,Storm,6088,15220,3.7,Good experience
PK2026_0369,07-09-2026,September,Monday,Jeddah,Karachi,International,Boeing 737,162,145,160,90.62,673,97585,186,,Severe,Delayed,Storm,19525,48812.5,5,Excellent service
PK2026_0370,19-07-2026,July,Sunday,Dubai,Kuala Lumpur,International,Boeing 777,133,281,350,80.29,393,110433,205,,Severe,Delayed,Storm,14065,35162.5,4.8,Delayed but comfortable
PK2026_0371,05-07-2026,July,Sunday,Jeddah,Dubai,International,ATR 72,221,41,70,58.57,187,7667,112,,Moderate,Delayed,Rain,19732,49330,3.7,Poor service
PK2026_0372,22-09-2026,September,Tuesday,Lahore,Doha,International,ATR 72,110,63,70,90,892,56196,125,,Severe,Delayed,Rain,19479,48697.5,3.8,Average flight
PK2026_0373,15-03-2026,March,Sunday,Karachi,Islamabad,Domestic,Boeing 777,177,274,350,78.29,1374,376476,35,,Moderate,Delayed,Rain,13440,33600,3.6,Average flight
PK2026_0374,31-12-2026,December,Thursday,Dubai,Jeddah,International,Boeing 777,436,314,350,89.71,1045,328130,87,,Moderate,Delayed,Clear,7628,19070,4.4,Delayed but comfortable
PK2026_0375,13-12-2026,December,Sunday,Jeddah,London,International,ATR 72,233,60,70,85.71,878,52680,175,,Severe,Delayed,Storm,6283,15707.5,4,Very smooth journey
PK2026_0376,03-07-2026,July,Friday,Jeddah,Kuala Lumpur,International,ATR 72,123,49,70,70,493,24157,141,,Severe,Delayed,Rain,10439,26097.5,2.6,Average flight
PK2026_0377,02-12-2026,December,Wednesday,Karachi,Dubai,International,ATR 72,184,43,70,61.43,1351,58093,81,,Moderate,Delayed,Storm,4184,10460,4.2,Average flight
PK2026_0378,19-06-2026,June,Friday,Lahore,London,International,Boeing 777,416,246,350,70.29,743,182778,205,,Severe,Delayed,Rain,18010,45025,3,Excellent service
PK2026_0379,19-11-2026,November,Thursday,Doha,Dubai,International,ATR 72,373,41,70,58.57,787,32267,88,,Moderate,Delayed,Fog,13058,32645,4.3,Excellent service
PK2026_0380,21-12-2026,December,Monday,Jeddah,Kuala Lumpur,International,Boeing 777,345,336,350,96,424,142464,147,,Severe,Delayed,Clear,19600,49000,4.5,Poor service
PK2026_0381,06-09-2026,September,Sunday,Karachi,Jeddah,International,Boeing 737,421,135,160,84.38,1131,152685,4,,Minor,On Time,Storm,18357,45892.5,3.1,Good experience
PK2026_0382,08-09-2026,September,Tuesday,London,Islamabad,International,ATR 72,254,43,70,61.43,1047,45021,54,,Moderate,Delayed,Clear,5880,14700,3.2,Very smooth journey
PK2026_0383,04-05-2026,May,Monday,Jeddah,Islamabad,International,Airbus A320,130,135,180,75,416,56160,63,,Moderate,Delayed,Clear,18269,45672.5,4.5,Delayed but comfortable
PK2026_0384,21-08-2026,August,Friday,Islamabad,Dubai,International,Airbus A320,250,97,180,53.89,923,89531,191,,Severe,Delayed,Storm,8525,21312.5,2.6,Very smooth journey
PK2026_0385,04-12-2026,December,Friday,Dubai,Doha,International,Airbus A320,248,113,180,62.78,1348,152324,168,,Severe,Delayed,Clear,3255,8137.5,4.2,Good experience
PK2026_0386,11-12-2026,December,Friday,London,Islamabad,International,Boeing 737,321,154,160,96.25,761,117194,197,,Severe,Delayed,Fog,18679,46697.5,4.1,Excellent service
PK2026_0387,29-07-2026,July,Wednesday,London,Dubai,International,Boeing 777,280,241,350,68.86,1365,328965,21,,Minor,Delayed,Clear,10159,25397.5,2.9,Good experience
PK2026_0388,27-05-2026,May,Wednesday,Lahore,Karachi,Domestic,Boeing 777,200,270,350,77.14,626,169020,81,,Moderate,Delayed,Fog,18711,46777.5,3.1,Very smooth journey
PK2026_0389,30-09-2026,September,Wednesday,Lahore,Karachi,Domestic,ATR 72,208,36,70,51.43,1369,49284,170,,Severe,Delayed,Clear,6946,17365,2.8,Average flight
PK2026_0390,07-04-2026,April,Tuesday,Karachi,Dubai,International,Airbus A320,271,170,180,94.44,162,27540,201,,Severe,Delayed,Rain,4346,10865,4.9,Good experience
PK2026_0391,04-08-2026,August,Tuesday,London,Kuala Lumpur,International,Airbus A320,283,104,180,57.78,852,88608,94,,Moderate,Delayed,Storm,10418,26045,2.9,Average flight
PK2026_0392,01-04-2026,April,Wednesday,London,Kuala Lumpur,International,Boeing 737,61,114,160,71.25,225,25650,89,,Moderate,Delayed,Storm,18656,46640,3.7,Delayed but comfortable
PK2026_0393,24-07-2026,July,Friday,Dubai,London,International,Boeing 737,69,129,160,80.62,1088,140352,212,,Severe,Delayed,Rain,16777,41942.5,3,Average flight
PK2026_0394,11-05-2026,May,Monday,Islamabad,Lahore,Domestic,Boeing 777,458,334,350,95.43,559,186706,80,,Moderate,Delayed,Fog,10729,26822.5,4.3,Good experience
PK2026_0395,04-07-2026,July,Saturday,Jeddah,London,International,Boeing 777,413,202,350,57.71,545,110090,203,,Severe,Delayed,Storm,9597,23992.5,4.8,Poor service
PK2026_0396,02-06-2026,June,Tuesday,Karachi,Lahore,Domestic,ATR 72,374,63,70,90,754,47502,161,,Severe,Delayed,Clear,16632,41580,4.6,Very smooth journey
PK2026_0397,18-04-2026,April,Saturday,Lahore,Islamabad,Domestic,Airbus A320,287,124,180,68.89,499,61876,99,,Moderate,Delayed,Storm,14467,36167.5,4.9,Poor service
PK2026_0398,13-03-2026,March,Friday,Karachi,Lahore,Domestic,Boeing 777,393,269,350,76.86,1272,342168,202,,Severe,Delayed,Clear,7484,18710,4.8,Very smooth journey
PK2026_0399,28-07-2026,July,Tuesday,Islamabad,Jeddah,International,ATR 72,170,36,70,51.43,144,5184,42,,Moderate,Delayed,Storm,18340,45850,4.4,Very smooth journey
PK2026_0400,21-11-2026,November,Saturday,Doha,Jeddah,International,ATR 72,295,50,70,71.43,1457,72850,182,,Severe,Delayed,Storm,5562,13905,4.9,Good experience
PK2026_0401,10-06-2026,June,Wednesday,Islamabad,Kuala Lumpur,International,ATR 72,236,41,70,58.57,1419,58179,51,,Moderate,Delayed,Clear,9724,24310,2.5,Very smooth journey
PK2026_0402,12-09-2026,September,Saturday,Lahore,Doha,International,Boeing 777,338,260,350,74.29,696,180960,221,,Severe,Delayed,Fog,16721,41802.5,3.2,Delayed but comfortable
PK2026_0403,10-06-2026,June,Wednesday,London,Karachi,International,ATR 72,156,68,70,97.14,1419,96492,187,,Severe,Delayed,Clear,18050,45125,4.1,Average flight
PK2026_0404,27-12-2026,December,Sunday,Jeddah,London,International,Boeing 777,147,301,350,86,747,224847,173,,Severe,Delayed,Clear,19629,49072.5,3.8,Good experience
PK2026_0405,20-11-2026,November,Friday,Lahore,Dubai,International,Boeing 737,227,144,160,90,1353,194832,118,,Moderate,Delayed,Fog,10108,25270,2.8,Very smooth journey
PK2026_0406,23-12-2026,December,Wednesday,Dubai,Karachi,International,Airbus A320,381,178,180,98.89,439,78142,70,,Moderate,Delayed,Rain,7549,18872.5,3.4,Poor service
PK2026_0407,19-06-2026,June,Friday,Dubai,Karachi,International,ATR 72,473,35,70,50,349,12215,149,,Severe,Delayed,Fog,19866,49665,4.9,Average flight
PK2026_0408,25-01-2026,January,Sunday,Jeddah,Dubai,International,Boeing 777,122,201,350,57.43,1285,258285,110,,Moderate,Delayed,Storm,13589,33972.5,2.9,Average flight
PK2026_0409,11-07-2026,July,Saturday,Islamabad,Doha,International,Boeing 777,76,320,350,91.43,1350,432000,162,,Severe,Delayed,Fog,14546,36365,4.2,Good experience
PK2026_0410,02-08-2026,August,Sunday,Islamabad,London,International,Airbus A320,217,103,180,57.22,780,80340,28,,Minor,Delayed,Clear,17189,42972.5,4.1,Good experience
PK2026_0411,22-06-2026,June,Monday,Jeddah,Islamabad,International,ATR 72,308,46,70,65.71,1013,46598,105,,Moderate,Delayed,Clear,14209,35522.5,3.4,Excellent service
PK2026_0412,31-08-2026,August,Monday,London,Kuala Lumpur,International,Boeing 737,365,121,160,75.62,1233,149193,74,,Moderate,Delayed,Rain,9208,23020,3.7,Delayed but comfortable
PK2026_0413,11-12-2026,December,Friday,Doha,Jeddah,International,Airbus A320,244,173,180,96.11,1070,185110,17,,Minor,Delayed,Rain,11046,27615,3.5,Excellent service
PK2026_0414,28-07-2026,July,Tuesday,Kuala Lumpur,Islamabad,International,Boeing 777,112,348,350,99.43,1232,428736,131,,Severe,Delayed,Clear,13465,33662.5,3.6,Average flight
PK2026_0415,02-10-2026,October,Friday,London,Islamabad,International,Boeing 737,271,100,160,62.5,744,74400,168,,Severe,Delayed,Storm,10216,25540,4.9,Delayed but comfortable
PK2026_0416,01-05-2026,May,Friday,Jeddah,London,International,Boeing 777,455,341,350,97.43,1290,439890,106,,Moderate,Delayed,Storm,7492,18730,4.5,Delayed but comfortable
PK2026_0417,18-11-2026,November,Wednesday,Doha,London,International,Airbus A320,84,141,180,78.33,1017,143397,205,,Severe,Delayed,Storm,9014,22535,3.2,Good experience
PK2026_0418,21-09-2026,September,Monday,Islamabad,Kuala Lumpur,International,ATR 72,299,42,70,60,1410,59220,75,,Moderate,Delayed,Rain,8019,20047.5,4.8,Average flight
PK2026_0419,27-11-2026,November,Friday,Karachi,Islamabad,Domestic,ATR 72,454,52,70,74.29,844,43888,176,,Severe,Delayed,Fog,19361,48402.5,3.1,Delayed but comfortable
PK2026_0420,23-07-2026,July,Thursday,Lahore,Jeddah,International,Airbus A320,385,141,180,78.33,905,127605,34,,Moderate,Delayed,Storm,9322,23305,3.3,Good experience
PK2026_0421,15-10-2026,October,Thursday,Lahore,Karachi,Domestic,Boeing 737,83,157,160,98.12,220,34540,176,,Severe,Delayed,Rain,4690,11725,3.7,Poor service
PK2026_0422,03-07-2026,July,Friday,Dubai,London,International,Boeing 777,92,210,350,60,865,181650,34,,Moderate,Delayed,Rain,10168,25420,4.9,Delayed but comfortable
PK2026_0423,23-05-2026,May,Saturday,Dubai,Lahore,International,Airbus A320,95,122,180,67.78,394,48068,63,,Moderate,Delayed,Rain,8662,21655,3.1,Good experience
PK2026_0424,28-08-2026,August,Friday,Karachi,Dubai,International,Airbus A320,313,139,180,77.22,1312,182368,129,,Severe,Delayed,Rain,8985,22462.5,2.7,Excellent service
PK2026_0425,27-05-2026,May,Wednesday,Karachi,Dubai,International,Boeing 737,398,96,160,60,382,36672,11,,Minor,On Time,Clear,19901,49752.5,3.9,Very smooth journey
PK2026_0426,03-08-2026,August,Monday,Karachi,Lahore,Domestic,Boeing 777,340,326,350,93.14,353,115078,110,,Moderate,Delayed,Clear,17582,43955,4.9,Excellent service
PK2026_0427,10-07-2026,July,Friday,Lahore,Doha,International,ATR 72,290,66,70,94.29,1030,67980,16,,Minor,Delayed,Storm,19716,49290,3.4,Very smooth journey
PK2026_0428,05-09-2026,September,Saturday,Islamabad,London,International,Boeing 737,86,83,160,51.88,525,43575,38,,Moderate,Delayed,Storm,4044,10110,3.5,Average flight
PK2026_0429,10-08-2026,August,Monday,London,Karachi,International,Boeing 777,380,316,350,90.29,1122,354552,169,,Severe,Delayed,Storm,16516,41290,2.6,Very smooth journey
PK2026_0430,23-10-2026,October,Friday,Islamabad,Karachi,Domestic,ATR 72,90,52,70,74.29,292,15184,45,,Moderate,Delayed,Rain,13170,32925,2.8,Poor service
PK2026_0431,16-07-2026,July,Thursday,Lahore,London,International,Boeing 737,436,106,160,66.25,334,35404,140,,Severe,Delayed,Clear,18927,47317.5,2.9,Very smooth journey
PK2026_0432,05-02-2026,February,Thursday,Karachi,London,International,Boeing 737,335,115,160,71.88,644,74060,96,,Moderate,Delayed,Rain,15449,38622.5,3.4,Good experience
PK2026_0433,10-12-2026,December,Thursday,Karachi,Dubai,International,Boeing 777,127,188,350,53.71,137,25756,151,,Severe,Delayed,Fog,16187,40467.5,2.7,Delayed but comfortable
PK2026_0434,04-12-2026,December,Friday,Karachi,Jeddah,International,ATR 72,72,62,70,88.57,1028,63736,175,,Severe,Delayed,Rain,7496,18740,4.2,Poor service
PK2026_0435,20-12-2026,December,Sunday,Lahore,Jeddah,International,Airbus A320,98,121,180,67.22,908,109868,201,,Severe,Delayed,Clear,14633,36582.5,4.9,Delayed but comfortable
PK2026_0436,05-01-2026,January,Monday,London,Doha,International,ATR 72,81,36,70,51.43,1252,45072,81,,Moderate,Delayed,Storm,15501,38752.5,4.7,Average flight
PK2026_0437,12-11-2026,November,Thursday,London,Doha,International,Airbus A320,99,117,180,65,1201,140517,176,,Severe,Delayed,Clear,18662,46655,4.8,Delayed but comfortable
PK2026_0438,23-09-2026,September,Wednesday,London,Jeddah,International,ATR 72,230,51,70,72.86,527,26877,139,,Severe,Delayed,Storm,4914,12285,4.2,Good experience
PK2026_0439,08-02-2026,February,Sunday,Kuala Lumpur,London,International,Boeing 737,169,138,160,86.25,934,128892,199,,Severe,Delayed,Clear,6600,16500,4.4,Poor service
PK2026_0440,23-08-2026,August,Sunday,Dubai,London,International,ATR 72,196,65,70,92.86,323,20995,27,,Minor,Delayed,Clear,10149,25372.5,4.8,Average flight
PK2026_0441,14-06-2026,June,Sunday,London,Doha,International,Airbus A320,476,148,180,82.22,920,136160,88,,Moderate,Delayed,Fog,15246,38115,4.4,Very smooth journey
PK2026_0442,12-12-2026,December,Saturday,Doha,Lahore,International,Boeing 777,376,324,350,92.57,1430,463320,206,,Severe,Delayed,Fog,8987,22467.5,2.6,Good experience
PK2026_0443,21-04-2026,April,Tuesday,Dubai,Kuala Lumpur,International,Boeing 777,311,179,350,51.14,267,47793,28,,Minor,Delayed,Clear,6086,15215,2.6,Average flight
PK2026_0444,29-12-2026,December,Tuesday,Jeddah,Islamabad,International,Boeing 737,411,81,160,50.62,1276,103356,33,,Moderate,Delayed,Storm,7992,19980,4.8,Delayed but comfortable
PK2026_0445,05-08-2026,August,Wednesday,Kuala Lumpur,Jeddah,International,Boeing 777,329,190,350,54.29,1290,245100,236,,Severe,Delayed,Clear,17667,44167.5,4.8,Excellent service
PK2026_0446,05-06-2026,June,Friday,Dubai,Doha,International,ATR 72,469,67,70,95.71,183,12261,125,,Severe,Delayed,Rain,9374,23435,4.6,Poor service
PK2026_0447,12-06-2026,June,Friday,Islamabad,London,International,Boeing 777,341,345,350,98.57,147,50715,2,,Minor,On Time,Rain,18685,46712.5,4.2,Excellent service
PK2026_0448,04-07-2026,July,Saturday,Islamabad,Doha,International,Airbus A320,402,115,180,63.89,555,63825,182,,Severe,Delayed,Rain,9035,22587.5,4,Delayed but comfortable
PK2026_0449,31-03-2026,March,Tuesday,Islamabad,London,International,Boeing 737,472,133,160,83.12,983,130739,219,,Severe,Delayed,Clear,5042,12605,4.2,Very smooth journey
PK2026_0450,13-03-2026,March,Friday,London,Kuala Lumpur,International,Airbus A320,366,158,180,87.78,259,40922,33,,Moderate,Delayed,Rain,13613,34032.5,3.9,Delayed but comfortable
PK2026_0451,21-06-2026,June,Sunday,Karachi,Lahore,Domestic,Airbus A320,300,174,180,96.67,1417,246558,172,,Severe,Delayed,Fog,4582,11455,4.7,Delayed but comfortable
PK2026_0452,29-04-2026,April,Wednesday,Lahore,Doha,International,Boeing 777,304,289,350,82.57,383,110687,227,,Severe,Delayed,Rain,13797,34492.5,3.9,Good experience
PK2026_0453,13-02-2026,February,Friday,Karachi,London,International,ATR 72,130,50,70,71.43,755,37750,213,,Severe,Delayed,Fog,7264,18160,3.7,Very smooth journey
PK2026_0454,18-07-2026,July,Saturday,Lahore,Dubai,International,Boeing 737,370,138,160,86.25,239,32982,11,,Minor,On Time,Rain,3196,7990,5,Poor service
PK2026_0455,13-02-2026,February,Friday,Lahore,Jeddah,International,Airbus A320,244,177,180,98.33,688,121776,235,,Severe,Delayed,Rain,11331,28327.5,2.6,Poor service
PK2026_0456,19-11-2026,November,Thursday,Kuala Lumpur,Karachi,International,ATR 72,323,36,70,51.43,686,24696,24,,Minor,Delayed,Rain,11976,29940,3.6,Good experience
